,,,,,,,
,,,,,,,
Rok zdarzenia:<Wszystkie>,2012r.,,,,,,
,,,,,,,
,,,Liczba Zdarzen,Liczba Wypadkow,Liczba Zabitych,Liczba Rannych,Liczba Kolizji
,,2012/11/24,67,13,1,16,54
,,2012/11/25,48,9,1,13,39
,,2012/11/26,90,5,1,4,85
,,2012/11/27,70,5,0,5,65
,,2012/11/28,95,15,1,16,80
,,2012/11/29,96,13,1,13,83
,,2012/11/30,98,20,2,23,78
,,2012/12/01,63,8,0,14,55
,,2012/12/02,57,7,1,10,50
,,2012/12/03,127,18,2,20,109
,,2012/12/04,63,8,0,8,55
,,2012/12/05,99,12,0,13,87
,,2012/12/06,84,9,0,10,75
,,2012/12/07,107,11,1,15,96
,,2012/12/08,71,9,1,13,62
,,2012/12/09,51,4,1,6,47
,,2012/12/10,79,12,2,13,67
,,2012/12/11,87,13,1,14,74
,,2012/12/12,111,17,1,20,94
,,2012/12/13,93,15,0,20,78
,,2012/12/14,102,5,3,2,97
,,2012/12/15,70,8,0,12,62
,,2012/12/16,62,4,1,6,58
,,2012/12/17,110,14,0,14,96
,,2012/12/18,108,16,0,16,92
,,2012/12/19,90,9,0,11,81
,,2012/12/20,79,6,0,6,73
,,2012/12/21,103,12,1,15,91
,,2012/12/22,103,12,0,18,91
,,2012/12/23,59,5,1,4,54
,,2012/12/24,77,2,1,1,75
,,2012/12/25,24,3,1,2,21
,,2012/12/26,30,7,0,10,23
,,2012/12/27,79,8,1,9,71
,,2012/12/28,78,9,1,10,69
,,2012/12/29,66,6,0,6,60
,,2012/12/30,46,4,2,2,42
,,2012/12/31,101,11,0,13,90
,WOJ. MAZOWIECKIE,,53255,4496,584,5367,48759
,,2012/01/01,81,9,3,10,72
,,2012/01/02,120,9,0,12,111
,,2012/01/03,129,10,1,9,119
,,2012/01/04,134,14,1,21,120
,,2012/01/05,223,16,4,13,207
,,2012/01/06,72,6,3,9,66
,,2012/01/07,109,10,3,12,99
,,2012/01/08,84,7,1,8,77
,,2012/01/09,144,16,4,20,128
,,2012/01/10,155,8,2,11,147
,,2012/01/11,171,21,3,23,150
,,2012/01/12,214,16,2,19,198
,,2012/01/13,163,11,2,9,152
,,2012/01/14,182,8,3,7,174
,,2012/01/15,89,7,1,8,82
,,2012/01/16,145,10,1,23,135
,,2012/01/17,139,8,0,10,131
,,2012/01/18,178,6,0,7,172
,,2012/01/19,146,10,1,15,136
,,2012/01/20,164,12,3,10,152
,,2012/01/21,117,7,1,8,110
,,2012/01/22,90,7,2,6,83
,,2012/01/23,136,10,0,17,126
,,2012/01/24,143,5,0,7,138
,,2012/01/25,137,10,1,11,127
,,2012/01/26,143,7,1,6,136
,,2012/01/27,143,9,3,8,134
,,2012/01/28,99,4,0,6,95
,,2012/01/29,65,2,1,1,63
,,2012/01/30,146,11,0,16,135
,,2012/01/31,154,16,3,15,138
,,2012/02/01,145,11,0,12,134
,,2012/02/02,145,9,1,13,136
,,2012/02/03,147,9,1,9,138
,,2012/02/04,105,4,0,5,101
,,2012/02/05,61,5,0,10,56
,,2012/02/06,127,6,1,5,121
,,2012/02/07,209,6,0,6,203
,,2012/02/08,171,6,0,9,165
,,2012/02/09,129,12,2,13,117
,,2012/02/10,170,14,1,16,156
,,2012/02/11,130,8,3,9,122
,,2012/02/12,102,7,1,7,95
,,2012/02/13,181,9,3,10,172
,,2012/02/14,184,11,1,11,173
,,2012/02/15,235,18,5,22,217
,,2012/02/16,151,12,2,18,139
,,2012/02/17,192,14,2,19,178
,,2012/02/18,104,5,1,4,99
,,2012/02/19,95,10,2,9,85
,,2012/02/20,147,12,2,12,135
,,2012/02/21,130,12,3,16,118
,,2012/02/22,133,9,1,8,124
,,2012/02/23,199,12,0,20,187
,,2012/02/24,180,19,4,23,161
,,2012/02/25,113,14,2,16,99
,,2012/02/26,101,8,0,10,93
,,2012/02/27,165,14,1,17,151
,,2012/02/28,178,13,2,15,165
,,2012/02/29,181,18,1,21,163
,,2012/03/01,172,13,2,14,159
,,2012/03/02,148,10,2,13,138
,,2012/03/03,112,12,0,18,100
,,2012/03/04,98,10,0,11,88
,,2012/03/05,154,9,2,14,145
,,2012/03/06,124,12,2,16,112
,,2012/03/07,119,4,0,6,115
,,2012/03/08,148,7,0,7,141
,,2012/03/09,123,6,1,7,117
,,2012/03/10,134,12,0,20,122
,,2012/03/11,79,9,2,12,70
,,2012/03/12,149,12,0,15,137
,,2012/03/13,112,5,0,9,107
,,2012/03/14,151,10,0,11,141
,,2012/03/15,140,5,1,4,135
,,2012/03/16,157,14,1,14,143
,,2012/03/17,117,6,5,3,111
,,2012/03/18,91,18,2,22,73
,,2012/03/19,141,8,5,10,133
,,2012/03/20,126,7,0,8,119
,,2012/03/21,135,8,2,10,127
,,2012/03/22,133,9,0,12,124
,,2012/03/23,181,12,3,11,169
,,2012/03/24,155,9,1,9,146
,,2012/03/25,88,4,0,4,84
,,2012/03/26,149,8,1,7,141
,,2012/03/27,148,10,2,9,138
,,2012/03/28,160,16,2,19,144
,,2012/03/29,190,8,5,7,182
,,2012/03/30,164,9,0,10,155
,,2012/03/31,184,22,1,30,162
,,2012/04/01,90,4,3,4,86
,,2012/04/02,148,9,2,8,139
,,2012/04/03,134,8,3,7,126
,,2012/04/04,192,14,1,14,178
,,2012/04/05,170,8,0,10,162
,,2012/04/06,163,17,0,20,146
,,2012/04/07,74,4,1,3,70
,,2012/04/08,55,2,0,6,53
,,2012/04/09,91,15,1,21,76
,,2012/04/10,143,8,2,9,135
,,2012/04/11,143,10,1,10,133
,,2012/04/12,144,8,0,11,136
,,2012/04/13,163,9,1,10,154
,,2012/04/14,127,11,2,11,116
,,2012/04/15,114,6,1,6,108
,,2012/04/16,216,21,2,25,195
,,2012/04/17,164,12,2,10,152
,,2012/04/18,123,9,2,8,114
,,2012/04/19,172,5,0,7,167
,,2012/04/20,166,10,2,8,156
,,2012/04/21,127,13,2,19,114
,,2012/04/22,98,12,3,16,86
,,2012/04/23,145,9,1,9,136
,,2012/04/24,164,7,2,9,157
,,2012/04/25,158,11,1,11,147
,,2012/04/26,193,10,0,10,183
,,2012/04/27,239,18,1,27,221
,,2012/04/28,171,20,2,23,151
,,2012/04/29,103,14,3,22,89
,,2012/04/30,172,17,2,21,155
,,2012/05/01,75,10,1,11,65
,,2012/05/02,127,7,0,13,120
,,2012/05/03,77,8,0,14,69
,,2012/05/04,148,15,4,17,133
,,2012/05/05,108,16,0,22,92
,,2012/05/06,96,6,0,9,90
,,2012/05/07,183,9,1,13,174
,,2012/05/08,165,9,0,10,156
,,2012/05/09,157,11,1,11,146
,,2012/05/10,165,17,2,22,148
,,2012/05/11,210,17,2,15,193
,,2012/05/12,181,9,1,14,172
,,2012/05/13,94,7,1,9,87
,,2012/05/14,153,15,2,16,138
,,2012/05/15,183,10,0,12,173
,,2012/05/16,223,13,3,16,210
,,2012/05/17,152,11,3,9,141
,,2012/05/18,183,15,1,18,168
,,2012/05/19,139,15,4,18,124
,,2012/05/20,110,12,4,14,98
,,2012/05/21,185,17,2,28,168
,,2012/05/22,181,23,2,27,158
,,2012/05/23,157,8,1,13,149
,,2012/05/24,171,17,3,14,154
,,2012/05/25,176,11,2,11,165
,,2012/05/26,157,18,1,25,139
,,2012/05/27,89,10,3,12,79
,,2012/05/28,184,12,3,16,172
,,2012/05/29,213,23,3,23,190
,,2012/05/30,170,17,2,21,153
,,2012/05/31,150,12,2,12,138
,,2012/06/01,238,13,1,17,225
,,2012/06/02,105,8,1,12,97
,,2012/06/03,89,10,2,12,79
,,2012/06/04,159,9,0,10,150
,,2012/06/05,140,11,2,9,129
,,2012/06/06,194,20,4,17,174
,,2012/06/07,67,12,2,12,55
,,2012/06/08,136,12,0,16,124
,,2012/06/09,111,13,2,15,98
,,2012/06/10,108,9,5,12,99
,,2012/06/11,156,8,3,6,148
,,2012/06/12,147,13,0,16,134
,,2012/06/13,175,14,0,16,161
,,2012/06/14,138,6,0,9,132
,,2012/06/15,177,9,0,10,168
,,2012/06/16,142,16,4,24,126
,,2012/06/17,87,12,1,14,75
,,2012/06/18,172,13,4,20,159
,,2012/06/19,141,17,0,22,124
,,2012/06/20,160,15,4,14,145
,,2012/06/21,172,10,2,13,162
,,2012/06/22,147,10,1,12,137
,,2012/06/23,135,17,4,18,118
,,2012/06/24,99,7,1,8,92
,,2012/06/25,149,10,1,13,139
,,2012/06/26,160,12,0,17,148
,,2012/06/27,145,10,0,11,135
,,2012/06/28,164,21,1,23,143
,,2012/06/29,218,29,5,33,189
,,2012/06/30,112,16,3,17,96
,,2012/07/01,108,14,0,19,94
,,2012/07/02,162,12,2,16,150
,,2012/07/03,161,18,3,21,143
,,2012/07/04,165,9,1,15,156
,,2012/07/05,139,13,0,14,126
,,2012/07/06,158,11,0,12,147
,,2012/07/07,129,10,0,12,119
,,2012/07/08,86,9,1,9,77
,,2012/07/09,164,20,0,25,144
,,2012/07/10,158,13,1,13,145
,,2012/07/11,167,18,4,19,149
,,2012/07/12,191,12,0,14,179
,,2012/07/13,142,10,0,14,132
,,2012/07/14,112,17,2,26,95
,,2012/07/15,88,6,1,9,82
,,2012/07/16,143,7,4,9,136
,,2012/07/17,162,14,2,19,148
,,2012/07/18,117,5,0,6,112
,,2012/07/19,142,12,1,16,130
,,2012/07/20,132,12,1,17,120
,,2012/07/21,101,11,1,10,90
,,2012/07/22,91,16,3,23,75
,,2012/07/23,158,13,0,18,145
,,2012/07/24,149,18,0,21,131
,,2012/07/25,141,13,0,15,128
,,2012/07/26,160,16,2,17,144
,,2012/07/27,152,17,6,16,135
,,2012/07/28,115,8,0,9,107
,,2012/07/29,97,10,1,14,87
,,2012/07/30,133,15,2,17,118
,,2012/07/31,150,18,5,23,132
,,2012/08/01,128,15,0,19,113
,,2012/08/02,116,15,2,19,101
,,2012/08/03,144,7,1,6,137
,,2012/08/04,121,14,1,22,107
,,2012/08/05,81,11,1,17,70
,,2012/08/06,132,13,1,20,119
,,2012/08/07,150,12,3,12,138
,,2012/08/08,132,11,3,14,121
,,2012/08/09,128,6,0,6,122
,,2012/08/10,164,13,1,15,151
,,2012/08/11,147,13,2,14,134
,,2012/08/12,104,16,5,17,88
,,2012/08/13,115,12,3,12,103
,,2012/08/14,209,19,1,22,190
,,2012/08/15,75,9,2,13,66
,,2012/08/16,116,10,3,9,106
,,2012/08/17,123,9,2,9,114
,,2012/08/18,97,13,4,16,84
,,2012/08/19,102,17,7,31,85
,,2012/08/20,144,15,2,21,129
,,2012/08/21,138,15,4,12,123
,,2012/08/22,144,9,0,9,135
,,2012/08/23,144,11,1,12,133
,,2012/08/24,129,11,1,13,118
,,2012/08/25,122,9,1,8,113
,,2012/08/26,98,14,0,23,84
,,2012/08/27,148,17,1,21,131
,,2012/08/28,169,16,4,18,153
,,2012/08/29,162,12,1,15,150
,,2012/08/30,152,16,1,19,136
,,2012/08/31,160,19,3,23,141
,,2012/09/01,124,12,2,17,112
,,2012/09/02,89,15,0,18,74
,,2012/09/03,133,18,1,19,115
,,2012/09/04,167,17,0,20,150
,,2012/09/05,139,15,2,17,124
,,2012/09/06,140,14,1,16,126
,,2012/09/07,213,20,3,21,193
,,2012/09/08,113,9,2,10,104
,,2012/09/09,94,8,1,11,86
,,2012/09/10,178,15,3,16,163
,,2012/09/11,180,17,1,17,163
,,2012/09/12,185,28,1,32,157
,,2012/09/13,211,22,2,24,189
,,2012/09/14,183,20,4,27,163
,,2012/09/15,123,13,0,23,110
,,2012/09/16,74,8,2,10,66
,,2012/09/17,151,21,1,23,130
,,2012/09/18,140,20,1,25,120
,,2012/09/19,173,18,3,17,155
,,2012/09/20,150,16,0,19,134
,,2012/09/21,200,21,0,23,179
,,2012/09/22,136,8,0,9,128
,,2012/09/23,108,15,1,19,93
,,2012/09/24,161,17,2,18,144
,,2012/09/25,178,29,0,48,149
,,2012/09/26,177,14,3,14,163
,,2012/09/27,179,17,0,20,162
,,2012/09/28,219,31,3,40,188
,,2012/09/29,139,21,3,23,118
,,2012/09/30,110,11,1,15,99
,,2012/10/01,231,25,3,26,206
,,2012/10/02,154,13,3,13,141
,,2012/10/03,198,13,2,18,185
,,2012/10/04,173,22,3,22,151
,,2012/10/05,183,16,1,15,167
,,2012/10/06,161,17,4,15,144
,,2012/10/07,92,14,7,11,78
,,2012/10/08,124,11,1,14,113
,,2012/10/09,154,13,3,14,141
,,2012/10/10,152,15,2,23,137
,,2012/10/11,212,14,1,14,198
,,2012/10/12,223,22,0,29,201
,,2012/10/13,135,16,1,18,119
,,2012/10/14,83,7,3,5,76
,,2012/10/15,156,12,1,11,144
,,2012/10/16,178,19,0,25,159
,,2012/10/17,171,17,1,17,154
,,2012/10/18,183,19,2,21,164
,,2012/10/19,193,25,2,31,168
,,2012/10/20,166,19,1,29,147
,,2012/10/21,116,16,0,26,100
,,2012/10/22,178,15,3,21,163
,,2012/10/23,134,9,2,8,125
,,2012/10/24,164,10,1,13,154
,,2012/10/25,173,12,2,13,161
,,2012/10/26,201,18,2,21,183
,,2012/10/27,207,13,1,15,194
,,2012/10/28,105,10,0,13,95
,,2012/10/29,175,16,3,16,159
,,2012/10/30,184,12,2,12,172
,,2012/10/31,222,23,1,32,199
,,2012/11/01,116,17,0,21,99
,,2012/11/02,163,19,3,23,144
,,2012/11/03,103,16,2,24,87
,,2012/11/04,109,18,5,21,91
,,2012/11/05,203,12,4,8,191
,,2012/11/06,162,13,2,12,149
,,2012/11/07,173,14,1,23,159
,,2012/11/08,145,12,1,13,133
,,2012/11/09,187,13,6,11,174
,,2012/11/10,141,15,2,15,126
,,2012/11/11,69,9,1,9,60
,,2012/11/12,171,13,0,13,158
,,2012/11/13,140,5,0,8,135
,,2012/11/14,146,9,1,10,137
,,2012/11/15,126,4,1,5,122
,,2012/11/16,157,7,1,7,150
,,2012/11/17,114,8,1,12,106
,,2012/11/18,71,7,1,10,64
,,2012/11/19,126,8,1,9,118
,,2012/11/20,145,8,1,10,137
,,2012/11/21,127,7,1,11,120
,,2012/11/22,140,12,2,16,128
,,2012/11/23,166,12,3,13,154
,,2012/11/24,152,23,4,31,129
,,2012/11/25,88,13,2,15,75
,,2012/11/26,171,22,1,21,149
,,2012/11/27,203,27,2,30,176
,,2012/11/28,172,15,2,16,157
,,2012/11/29,198,11,2,10,187
,,2012/11/30,192,13,2,13,179
,,2012/12/01,125,15,3,19,110
,,2012/12/02,78,6,2,9,72
,,2012/12/03,177,18,3,19,159
,,2012/12/04,135,11,2,13,124
,,2012/12/05,173,13,1,16,160
,,2012/12/06,190,11,1,16,179
,,2012/12/07,218,8,0,10,210
,,2012/12/08,120,8,0,9,112
,,2012/12/09,81,6,0,14,75
,,2012/12/10,175,8,2,7,167
,,2012/12/11,178,6,0,6,172
,,2012/12/12,187,8,0,9,179
,,2012/12/13,171,8,1,10,163
,,2012/12/14,238,15,2,29,223
,,2012/12/15,181,20,3,28,161
,,2012/12/16,109,5,0,7,104
,,2012/12/17,177,15,2,14,162
,,2012/12/18,189,10,0,10,179
,,2012/12/19,166,7,3,4,159
,,2012/12/20,187,7,0,7,180
,,2012/12/21,233,11,1,12,222
,,2012/12/22,147,7,1,11,140
,,2012/12/23,104,3,2,2,101
,,2012/12/24,97,9,2,13,88
,,2012/12/25,60,7,0,9,53
,,2012/12/26,75,10,2,15,65
,,2012/12/27,155,18,1,20,137
,,2012/12/28,130,15,1,15,115
,,2012/12/29,74,5,2,5,69
,,2012/12/30,57,9,2,17,48
,,2012/12/31,103,10,1,13,93
,WOJ. OPOLSKIE,,8625,797,81,977,7828
,,2012/01/01,8,2,0,2,6
,,2012/01/02,9,0,0,0,9
,,2012/01/03,19,4,0,9,15
,,2012/01/04,23,5,0,5,18
,,2012/01/05,20,1,0,1,19
,,2012/01/06,9,2,1,2,7
,,2012/01/07,20,4,0,4,16
,,2012/01/08,13,0,0,0,13
,,2012/01/09,25,2,0,2,23
,,2012/01/10,31,0,0,0,31
,,2012/01/11,15,1,0,1,14
,,2012/01/12,33,5,0,9,28
,,2012/01/13,35,3,0,3,32
,,2012/01/14,32,3,0,5,29
,,2012/01/15,9,1,0,1,8
,,2012/01/16,26,0,0,0,26
,,2012/01/17,39,2,0,3,37
,,2012/01/18,22,1,0,2,21
,,2012/01/19,16,0,0,0,16
,,2012/01/20,34,7,1,9,27
,,2012/01/21,30,2,2,0,28
,,2012/01/22,11,0,0,0,11
,,2012/01/23,34,4,0,7,30
,,2012/01/24,23,3,0,3,20
,,2012/01/25,22,3,0,3,19
,,2012/01/26,21,1,0,3,20
,,2012/01/27,17,0,0,0,17
,,2012/01/28,12,2,0,2,10
,,2012/01/29,7,2,0,4,5
,,2012/01/30,22,2,0,2,20
,,2012/01/31,16,1,0,1,15
,,2012/02/01,21,4,0,6,17
,,2012/02/02,17,1,0,1,16
,,2012/02/03,16,1,0,1,15
,,2012/02/04,11,2,0,3,9
,,2012/02/05,10,1,0,1,9
,,2012/02/06,12,2,1,1,10
,,2012/02/07,30,2,0,4,28
,,2012/02/08,26,1,0,1,25
,,2012/02/09,29,2,0,3,27
,,2012/02/10,37,3,0,3,34
,,2012/02/11,21,1,0,1,20
,,2012/02/12,25,4,0,7,21
,,2012/02/13,22,0,0,0,22
,,2012/02/14,29,3,2,2,26
,,2012/02/15,64,4,0,6,60
,,2012/02/16,41,1,0,2,40
,,2012/02/17,33,1,0,1,32
,,2012/02/18,22,1,1,1,21
,,2012/02/19,14,1,0,1,13
,,2012/02/20,34,2,0,3,32
,,2012/02/21,21,1,1,0,20
,,2012/02/22,17,1,0,4,16
,,2012/02/23,26,1,0,1,25
,,2012/02/24,18,1,0,1,17
,,2012/02/25,14,2,0,2,12
,,2012/02/26,23,4,0,10,19
,,2012/02/27,26,3,0,3,23
,,2012/02/28,19,1,0,1,18
,,2012/02/29,19,0,0,0,19
,,2012/03/01,22,0,0,0,22
,,2012/03/02,14,0,0,0,14
,,2012/03/03,20,4,0,4,16
,,2012/03/04,10,0,0,0,10
,,2012/03/05,26,2,0,3,24
,,2012/03/06,21,2,2,4,19
,,2012/03/07,31,3,0,3,28
,,2012/03/08,24,2,1,1,22
,,2012/03/09,24,2,0,3,22
,,2012/03/10,17,0,0,0,17
,,2012/03/11,13,0,0,0,13
,,2012/03/12,25,2,0,2,23
,,2012/03/13,20,2,0,4,18
,,2012/03/14,21,3,0,3,18
,,2012/03/15,20,4,0,5,16
,,2012/03/16,21,2,0,2,19
,,2012/03/17,24,1,0,1,23
,,2012/03/18,16,4,0,6,12
,,2012/03/19,18,0,0,0,18
,,2012/03/20,22,2,0,12,20
,,2012/03/21,19,1,0,1,18
,,2012/03/22,22,1,0,1,21
,,2012/03/23,27,3,0,3,24
,,2012/03/24,17,2,1,1,15
,,2012/03/25,16,1,0,1,15
,,2012/03/26,16,0,0,0,16
,,2012/03/27,24,1,0,1,23
,,2012/03/28,20,2,0,3,18
,,2012/03/29,19,1,0,2,18
,,2012/03/30,30,4,1,5,26
,,2012/03/31,35,4,0,5,31
,,2012/04/01,13,3,1,5,10
,,2012/04/02,22,5,0,5,17
,,2012/04/03,33,3,0,3,30
,,2012/04/04,24,0,0,0,24
,,2012/04/05,19,0,0,0,19
,,2012/04/06,32,4,0,8,28
,,2012/04/07,18,2,0,3,16
,,2012/04/08,6,0,0,0,6
,,2012/04/09,16,2,0,4,14
,,2012/04/10,21,4,0,4,17
,,2012/04/11,14,0,0,0,14
,,2012/04/12,36,3,0,6,33
,,2012/04/13,26,5,2,4,21
,,2012/04/14,22,3,0,4,19
,,2012/04/15,21,4,0,6,17
,,2012/04/16,26,1,1,0,25
,,2012/04/17,16,0,0,0,16
,,2012/04/18,19,1,0,2,18
,,2012/04/19,24,4,0,4,20
,,2012/04/20,26,1,0,1,25
,,2012/04/21,14,1,0,4,13
,,2012/04/22,18,3,0,5,15
,,2012/04/23,13,1,0,1,12
,,2012/04/24,18,0,0,0,18
,,2012/04/25,27,3,0,3,24
,,2012/04/26,30,3,0,3,27
,,2012/04/27,33,6,0,8,27
,,2012/04/28,22,2,0,2,20
,,2012/04/29,16,0,0,0,16
,,2012/04/30,36,4,0,4,32
,,2012/05/01,14,1,0,1,13
,,2012/05/02,24,1,0,2,23
,,2012/05/03,14,0,0,0,14
,,2012/05/04,18,3,0,3,15
,,2012/05/05,16,4,0,5,12
,,2012/05/06,15,1,0,1,14
,,2012/05/07,32,1,0,1,31
,,2012/05/08,24,3,0,3,21
,,2012/05/09,24,0,0,0,24
,,2012/05/10,26,3,0,3,23
,,2012/05/11,28,0,0,0,28
,,2012/05/12,30,1,0,1,29
,,2012/05/13,6,0,0,0,6
,,2012/05/14,26,5,1,4,21
,,2012/05/15,25,0,0,0,25
,,2012/05/16,19,1,0,1,18
,,2012/05/17,21,2,0,2,19
,,2012/05/18,21,1,0,1,20
,,2012/05/19,26,4,0,5,22
,,2012/05/20,18,0,0,0,18
,,2012/05/21,26,5,0,6,21
,,2012/05/22,23,1,0,1,22
,,2012/05/23,16,0,0,0,16
,,2012/05/24,22,2,0,5,20
,,2012/05/25,32,5,0,5,27
,,2012/05/26,29,3,2,4,26
,,2012/05/27,12,1,0,1,11
,,2012/05/28,34,2,0,3,32
,,2012/05/29,30,3,0,3,27
,,2012/05/30,20,4,1,6,16
,,2012/05/31,23,1,0,1,22
,,2012/06/01,46,4,1,4,42
,,2012/06/02,22,2,1,2,20
,,2012/06/03,20,3,0,8,17
,,2012/06/04,21,2,1,2,19
,,2012/06/05,27,4,1,5,23
,,2012/06/06,20,4,0,7,16
,,2012/06/07,16,4,1,5,12
,,2012/06/08,23,4,0,4,19
,,2012/06/09,17,5,0,5,12
,,2012/06/10,15,2,0,3,13
,,2012/06/11,11,0,0,0,11
,,2012/06/12,30,2,0,4,28
,,2012/06/13,27,2,0,2,25
,,2012/06/14,24,1,0,3,23
,,2012/06/15,20,1,0,1,19
,,2012/06/16,23,0,0,0,23
,,2012/06/17,16,5,2,3,11
,,2012/06/18,25,2,0,2,23
,,2012/06/19,23,2,1,1,21
,,2012/06/20,25,0,0,0,25
,,2012/06/21,22,3,1,4,19
,,2012/06/22,29,4,1,4,25
,,2012/06/23,24,0,0,0,24
,,2012/06/24,15,2,0,4,13
,,2012/06/25,20,0,0,0,20
,,2012/06/26,14,1,0,1,13
,,2012/06/27,22,4,0,5,18
,,2012/06/28,29,4,0,4,25
,,2012/06/29,34,2,0,3,32
,,2012/06/30,13,3,0,3,10
,,2012/07/01,17,3,0,3,14
,,2012/07/02,17,1,0,3,16
,,2012/07/03,27,2,1,2,25
,,2012/07/04,16,2,0,2,14
,,2012/07/05,26,2,0,3,24
,,2012/07/06,31,3,1,2,28
,,2012/07/07,26,4,1,4,22
,,2012/07/08,24,4,0,5,20
,,2012/07/09,27,0,0,0,27
,,2012/07/10,23,1,0,1,22
,,2012/07/11,27,3,1,2,24
,,2012/07/12,28,6,1,7,22
,,2012/07/13,17,4,1,6,13
,,2012/07/14,18,2,0,2,16
,,2012/07/15,22,0,0,0,22
,,2012/07/16,32,2,0,2,30
,,2012/07/17,30,1,0,1,29
,,2012/07/18,25,2,0,2,23
,,2012/07/19,21,1,0,1,20
,,2012/07/20,24,2,0,2,22
,,2012/07/21,22,6,0,10,16
,,2012/07/22,13,1,0,1,12
,,2012/07/23,23,2,1,1,21
,,2012/07/24,23,0,0,0,23
,,2012/07/25,17,0,0,0,17
,,2012/07/26,25,2,0,3,23
,,2012/07/27,29,3,0,3,26
,,2012/07/28,18,3,0,3,15
,,2012/07/29,17,1,0,1,16
,,2012/07/30,23,3,0,5,20
,,2012/07/31,21,2,0,3,19
,,2012/08/01,23,2,1,2,21
,,2012/08/02,26,4,0,6,22
,,2012/08/03,31,1,0,1,30
,,2012/08/04,23,1,0,1,22
,,2012/08/05,10,0,0,0,10
,,2012/08/06,23,2,0,3,21
,,2012/08/07,28,0,0,0,28
,,2012/08/08,25,3,0,4,22
,,2012/08/09,36,4,4,2,32
,,2012/08/10,29,2,1,1,27
,,2012/08/11,29,3,2,2,26
,,2012/08/12,25,3,0,7,22
,,2012/08/13,24,2,0,2,22
,,2012/08/14,28,4,0,4,24
,,2012/08/15,10,4,0,10,6
,,2012/08/16,14,0,0,0,14
,,2012/08/17,19,0,0,0,19
,,2012/08/18,9,2,0,2,7
,,2012/08/19,10,1,0,2,9
,,2012/08/20,21,2,0,2,19
,,2012/08/21,24,1,1,1,23
,,2012/08/22,29,2,0,2,27
,,2012/08/23,21,2,0,3,19
,,2012/08/24,30,4,0,4,26
,,2012/08/25,23,3,1,2,20
,,2012/08/26,16,1,0,1,15
,,2012/08/27,18,0,0,0,18
,,2012/08/28,20,1,0,1,19
,,2012/08/29,24,3,1,2,21
,,2012/08/30,23,0,0,0,23
,,2012/08/31,41,3,0,6,38
,,2012/09/01,18,5,1,7,13
,,2012/09/02,14,0,0,0,14
,,2012/09/03,28,4,0,5,24
,,2012/09/04,23,2,0,2,21
,,2012/09/05,30,4,0,4,26
,,2012/09/06,17,2,1,1,15
,,2012/09/07,25,1,1,0,24
,,2012/09/08,30,3,1,3,27
,,2012/09/09,19,0,0,0,19
,,2012/09/10,23,2,0,2,21
,,2012/09/11,25,2,0,3,23
,,2012/09/12,49,3,0,3,46
,,2012/09/13,32,1,0,1,31
,,2012/09/14,35,4,0,9,31
,,2012/09/15,22,7,1,9,15
,,2012/09/16,8,0,0,0,8
,,2012/09/17,19,4,2,3,15
,,2012/09/18,23,3,0,3,20
,,2012/09/19,34,3,0,3,31
,,2012/09/20,26,1,0,1,25
,,2012/09/21,33,4,1,5,29
,,2012/09/22,24,5,0,8,19
,,2012/09/23,12,1,0,3,11
,,2012/09/24,26,2,0,2,24
,,2012/09/25,28,3,0,6,25
,,2012/09/26,25,1,0,1,24
,,2012/09/27,22,1,0,1,21
,,2012/09/28,24,0,0,0,24
,,2012/09/29,24,2,0,2,22
,,2012/09/30,17,6,2,9,11
,,2012/10/01,25,2,0,2,23
,,2012/10/02,18,1,0,5,17
,,2012/10/03,24,0,0,0,24
,,2012/10/04,30,3,1,4,27
,,2012/10/05,36,2,0,2,34
,,2012/10/06,26,4,0,6,22
,,2012/10/07,28,4,1,3,24
,,2012/10/08,27,2,0,2,25
,,2012/10/09,24,3,0,3,21
,,2012/10/10,28,1,0,3,27
,,2012/10/11,19,1,1,0,18
,,2012/10/12,38,3,0,3,35
,,2012/10/13,20,0,0,0,20
,,2012/10/14,24,4,0,6,20
,,2012/10/15,24,1,0,1,23
,,2012/10/16,41,3,1,3,38
,,2012/10/17,25,4,0,4,21
,,2012/10/18,33,7,4,7,26
,,2012/10/19,31,2,0,2,29
,,2012/10/20,27,5,1,7,22
,,2012/10/21,12,3,0,3,9
,,2012/10/22,35,4,0,6,31
,,2012/10/23,23,3,0,3,20
,,2012/10/24,27,6,1,6,21
,,2012/10/25,32,1,0,1,31
,,2012/10/26,27,2,0,2,25
,,2012/10/27,53,1,1,0,52
,,2012/10/28,19,1,0,1,18
,,2012/10/29,37,2,0,2,35
,,2012/10/30,35,3,0,3,32
,,2012/10/31,51,7,0,8,44
,,2012/11/01,22,2,0,2,20
,,2012/11/02,35,3,1,2,32
,,2012/11/03,24,0,0,0,24
,,2012/11/04,18,0,0,0,18
,,2012/11/05,25,3,0,3,22
,,2012/11/06,21,4,0,5,17
,,2012/11/07,33,5,0,5,28
,,2012/11/08,23,3,1,2,20
,,2012/11/09,40,4,0,6,36
,,2012/11/10,14,0,0,0,14
,,2012/11/11,17,0,0,0,17
,,2012/11/12,16,0,0,0,16
,,2012/11/13,22,1,0,1,21
,,2012/11/14,22,0,0,0,22
,,2012/11/15,25,0,0,0,25
,,2012/11/16,26,0,0,0,26
,,2012/11/17,30,6,0,10,24
,,2012/11/18,23,2,0,2,21
,,2012/11/19,18,5,0,5,13
